N, comparacoes, atribuicoes, tempo, tipo de array
10, 9, 0, 3e-06, ListAOrd
100, 99, 0, 4e-06, ListAOrd
1000, 999, 0, 9e-06, ListAOrd
10000, 9999, 0, 3.9e-05, ListAOrd
100000, 99999, 0, 0.000427, ListAOrd
1000000, 999999, 0, 0.005331, ListAOrd
