N, comparacoes, atribuicoes, tempo, tipo de array
10, 54, 117, 1.4e-05, ListDOrd
100, 5049, 10197, 0.000112, ListDOrd
1000, 500499, 1001997, 0.0099, ListDOrd
10000, 50004999, 100019997, 0.925016, ListDOrd
100000, 705082703, 1410265405, 98.8967, ListDOrd
1000000, 1784293663, -725379971, 10707.3, ListDOrd
